18.000000,6.000000,9.000000,0.000000,4.242641
4.000000,1.333333,4.000000,0.000000,1.885618
3.000000,1.000000,3.000000,0.000000,1.414214
2.000000,0.666667,2.000000,0.000000,0.942809
9.000000,3.000000,9.000000,0.000000,4.242641
16.000000,5.333333,10.000000,0.000000,4.109609
1.000000,0.333333,1.000000,0.000000,0.471405
0.000000,0.000000,0.000000,0.000000,0.000000
5.000000,1.666667,5.000000,0.000000,2.357023
8.000000,2.666667,8.000000,0.000000,3.771236
0.000000,0.000000,0.000000,0.000000,0.000000
13.000000,4.333333,6.000000,2.000000,1.699673
2.000000,0.666667,2.000000,0.000000,0.942809
0.000000,0.000000,0.000000,0.000000,0.000000
9.000000,3.000000,9.000000,0.000000,4.242641
15.000000,5.000000,10.000000,0.000000,4.082483
12.000000,4.000000,8.000000,0.000000,3.265986
10.000000,3.333333,7.000000,0.000000,2.867442
11.000000,3.666667,9.000000,0.000000,3.858612
18.000000,6.000000,8.000000,3.000000,2.160247
20.000000,6.666667,9.000000,5.000000,1.699673
26.000000,8.666667,10.000000,7.000000,1.247219
13.000000,4.333333,8.000000,0.000000,3.299832
17.000000,5.666667,9.000000,0.000000,4.027682
28.000000,9.333333,10.000000,9.000000,0.471405
22.000000,7.333333,9.000000,6.000000,1.247219
16.000000,5.333333,10.000000,0.000000,4.109609
16.000000,5.333333,10.000000,0.000000,4.109609
10.000000,3.333333,7.000000,1.000000,2.624669
14.000000,4.666667,10.000000,0.000000,4.109609
24.000000,8.000000,9.000000,7.000000,0.816497
25.000000,8.333333,10.000000,7.000000,1.247219
15.000000,5.000000,10.000000,0.000000,4.082483
13.000000,4.333333,7.000000,0.000000,3.091206
5.000000,1.666667,5.000000,0.000000,2.357023
24.000000,8.000000,10.000000,6.000000,1.632993
23.000000,7.666667,9.000000,7.000000,0.942809
25.000000,8.333333,10.000000,7.000000,1.247219
17.000000,5.666667,9.000000,0.000000,4.027682
0.000000,0.000000,0.000000,0.000000,0.000000
13.000000,4.333333,7.000000,1.000000,2.494438
15.000000,5.000000,10.000000,0.000000,4.082483
27.000000,9.000000,10.000000,8.000000,0.816497
9.000000,3.000000,9.000000,0.000000,4.242641
26.000000,8.666667,9.000000,8.000000,0.471405
14.000000,4.666667,5.000000,4.000000,0.471405
22.000000,7.333333,10.000000,2.000000,3.771236
1.000000,0.333333,1.000000,0.000000,0.471405
17.000000,5.666667,9.000000,4.000000,2.357023
