22.000000,7.333333,10.000000,3.000000,3.091206
25.000000,8.333333,10.000000,5.000000,2.357023
29.000000,9.666667,10.000000,9.000000,0.471405
27.000000,9.000000,10.000000,8.000000,0.816497
27.000000,9.000000,10.000000,8.000000,0.816497
27.000000,9.000000,10.000000,8.000000,0.816497
3.000000,1.000000,3.000000,0.000000,1.414214
11.000000,3.666667,8.000000,0.000000,3.299832
9.000000,3.000000,5.000000,2.000000,1.414214
11.000000,3.666667,6.000000,0.000000,2.624669
16.000000,5.333333,9.000000,0.000000,3.858612
30.000000,10.000000,10.000000,10.000000,0.000000
28.000000,9.333333,10.000000,8.000000,0.942809
16.000000,5.333333,9.000000,0.000000,3.858612
15.000000,5.000000,9.000000,0.000000,3.741657
17.000000,5.666667,9.000000,0.000000,4.027682
18.000000,6.000000,9.000000,2.000000,2.943920
5.000000,1.666667,5.000000,0.000000,2.357023
8.000000,2.666667,7.000000,0.000000,3.091206
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
9.000000,3.000000,9.000000,0.000000,4.242641
13.000000,4.333333,7.000000,0.000000,3.091206
24.000000,8.000000,10.000000,5.000000,2.160247
22.000000,7.333333,10.000000,4.000000,2.494438
7.000000,2.333333,7.000000,0.000000,3.299832
24.000000,8.000000,10.000000,7.000000,1.414214
23.000000,7.666667,9.000000,6.000000,1.247219
0.000000,0.000000,0.000000,0.000000,0.000000
24.000000,8.000000,8.000000,8.000000,0.000000
25.000000,8.333333,9.000000,8.000000,0.471405
0.000000,0.000000,0.000000,0.000000,0.000000
6.000000,2.000000,5.000000,0.000000,2.160247
0.000000,0.000000,0.000000,0.000000,0.000000
9.000000,3.000000,9.000000,0.000000,4.242641
0.000000,0.000000,0.000000,0.000000,0.000000
7.000000,2.333333,7.000000,0.000000,3.299832
18.000000,6.000000,7.000000,5.000000,0.816497
5.000000,1.666667,5.000000,0.000000,2.357023
7.000000,2.333333,7.000000,0.000000,3.299832
22.000000,7.333333,8.000000,6.000000,0.942809
13.000000,4.333333,10.000000,0.000000,4.189935
8.000000,2.666667,7.000000,0.000000,3.091206
19.000000,6.333333,10.000000,0.000000,4.496913
24.000000,8.000000,9.000000,7.000000,0.816497
2.000000,0.666667,2.000000,0.000000,0.942809
9.000000,3.000000,9.000000,0.000000,4.242641
21.000000,7.000000,10.000000,5.000000,2.160247
0.000000,0.000000,0.000000,0.000000,0.000000
8.000000,2.666667,8.000000,0.000000,3.771236
0.000000,0.000000,0.000000,0.000000,0.000000
11.000000,3.666667,9.000000,0.000000,3.858612
25.000000,8.333333,10.000000,7.000000,1.247219
13.000000,4.333333,7.000000,0.000000,3.091206
10.000000,3.333333,6.000000,0.000000,2.494438
18.000000,6.000000,9.000000,0.000000,4.242641
1.000000,0.333333,1.000000,0.000000,0.471405
18.000000,6.000000,10.000000,0.000000,4.320494
8.000000,2.666667,5.000000,0.000000,2.054805
28.000000,9.333333,10.000000,9.000000,0.471405
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
12.000000,4.000000,8.000000,0.000000,3.265986
0.000000,0.000000,0.000000,0.000000,0.000000
18.000000,6.000000,8.000000,5.000000,1.414214
17.000000,5.666667,7.000000,3.000000,1.885618
24.000000,8.000000,9.000000,7.000000,0.816497
25.000000,8.333333,10.000000,6.000000,1.699673
9.000000,3.000000,7.000000,0.000000,2.943920
5.000000,1.666667,5.000000,0.000000,2.357023
1.000000,0.333333,1.000000,0.000000,0.471405
9.000000,3.000000,7.000000,0.000000,2.943920
14.000000,4.666667,7.000000,0.000000,3.299832
11.000000,3.666667,8.000000,0.000000,3.299832
4.000000,1.333333,3.000000,0.000000,1.247219
21.000000,7.000000,10.000000,2.000000,3.559026
25.000000,8.333333,9.000000,7.000000,0.942809
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.333333,1.000000,0.000000,0.471405
22.000000,7.333333,10.000000,3.000000,3.091206
22.000000,7.333333,10.000000,4.000000,2.494438
8.000000,2.666667,8.000000,0.000000,3.771236
17.000000,5.666667,9.000000,0.000000,4.027682
11.000000,3.666667,9.000000,0.000000,3.858612
17.000000,5.666667,8.000000,3.000000,2.054805
12.000000,4.000000,10.000000,0.000000,4.320494
0.000000,0.000000,0.000000,0.000000,0.000000
24.000000,8.000000,8.000000,8.000000,0.000000
9.000000,3.000000,9.000000,0.000000,4.242641
23.000000,7.666667,8.000000,7.000000,0.471405
10.000000,3.333333,10.000000,0.000000,4.714045
